Gene	Category	SuperPathway	SubPathway
K05083	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05704	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05732	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K13709	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04513	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05740	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04514	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17388	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K10351	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12753	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12754	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12755	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12756	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12757	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12758	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06269	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06270	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12329	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17457	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K00907	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05692	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04349	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K03853	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05699	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06271	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04437	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05760	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06272	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06273	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06274	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05700	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06275	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06276	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04456	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K03083	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02105	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02677	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K19662	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K19663	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05725	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K00922	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02649	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K01110	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05730	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04392	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K07860	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K07861	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04409	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04410	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05733	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05734	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05735	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05736	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04393	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05726	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04438	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K13708	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06277	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04353	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K07836	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04440	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04448	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04365	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06278	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12958	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K12959	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K05703	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06279	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17447	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17448	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K17449	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04364	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K03099	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02833	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04366	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04368	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04371	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04375	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04503	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K10151	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K10152	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K16060	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K04725	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02158	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K02161	Cellular Processes	Cellular community - eukaryotes	Focal adhesion
K06081	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06531	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06592	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06593	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04237	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05704	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06082	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04393	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04392	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K07860	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K07861	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05747	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K16848	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05627	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05753	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05748	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06083	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05702	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06084	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06085	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06086	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05699	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05700	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05701	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05689	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05690	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K02105	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05691	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05692	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04513	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05693	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05694	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05695	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05696	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05697	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05698	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K03097	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K03115	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K02620	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04490	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04491	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04492	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05087	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04527	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05099	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04361	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05083	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04362	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05703	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05705	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04371	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05706	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K05707	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04674	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04388	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04500	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04501	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04498	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04427	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K04468	Cellular Processes	Cellular community - eukaryotes	Adherens junction
K06090	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06087	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06088	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06089	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06735	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06785	Cellular Processes	Cellular community - eukaryotes	Tight junction
K21108	Cellular Processes	Cellular community - eukaryotes	Tight junction
K04393	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06093	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06091	Cellular Processes	Cellular community - eukaryotes	Tight junction
K21109	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06097	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06092	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06095	Cellular Processes	Cellular community - eukaryotes	Tight junction
K18952	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06069	Cellular Processes	Cellular community - eukaryotes	Tight junction
K16819	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06104	Cellular Processes	Cellular community - eukaryotes	Tight junction
K20638	Cellular Processes	Cellular community - eukaryotes	Tight junction
K04392	Cellular Processes	Cellular community - eukaryotes	Tight junction
K16684	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06094	Cellular Processes	Cellular community - eukaryotes	Tight junction
K12076	Cellular Processes	Cellular community - eukaryotes	Tight junction
K16175	Cellular Processes	Cellular community - eukaryotes	Tight junction
K04382	Cellular Processes	Cellular community - eukaryotes	Tight junction
K03456	Cellular Processes	Cellular community - eukaryotes	Tight junction
K04354	Cellular Processes	Cellular community - eukaryotes	Tight junction
K04237	Cellular Processes	Cellular community - eukaryotes	Tight junction
K05731	Cellular Processes	Cellular community - eukaryotes	Tight junction
K05701	Cellular Processes	Cellular community - eukaryotes	Tight junction
K06105	Cellular Processes	Cellular community - eukaryotes	Tight junction
K12075	Cellular Processes	Cellular community - eukaryotes	Tight junction
K21098	Cellular Processes	Cellular community - eukaryotes	Tight junction
